epoch,val_mae,val_rmse
0,90.1233847284317,289.62700232477187
1,23.51410467028618,53.258543565561695
2,11.658605600595473,14.68407999914688
3,22.821049060821533,57.422551144996376
4,11.719840462133288,14.607224560025013
5,36.715631165504455,127.79185646675278
6,20.5932546043396,33.10653378911836
7,10.53180887043476,12.172179154430962
8,10.410370474457741,12.130705108559884
9,15.45484224319458,30.718925614274596
10,10.524178495407105,12.326449761417635
11,10.69765743792057,13.353185494178993
12,11.531720729470253,15.138381561879942
13,9.924603033065797,11.700730028134835
14,11.160936765670776,13.837306605069516
15,12.665648441314698,16.457404068320926
16,9.392023539543152,11.689810817799357
17,11.081622406132519,13.705711373367242
18,16.443649139404297,23.810667532636373
19,23.456446208953857,45.85713374030063
20,9.636042871475219,11.827679459313629
21,65.8712181186676,211.66752052418173
22,10.244403207302094,13.273422122681056
23,15.353985723219813,29.817808378303116
24,13.269351265300065,17.644093558177598
25,10.195753887891769,15.350877141340158
26,10.226964187398552,13.759207512964203
27,14.712421905761584,37.97774690794483
28,91.8571640586853,260.1945334374509
29,29.66646744608879,88.13681703479375
30,21.48007520675659,58.405656866799184
31,33.71630430202,124.0002387579036
32,26.813486883146687,85.54921746613877
33,51.70772174194455,187.02053080895107
34,23.796827569082378,72.2666866353704
35,17.023571832589806,56.66014749670918
36,14.343462993847206,33.506599508859004
37,51.24320623455569,188.6969513656423
38,11.116413255631924,14.868730365455937
39,18.063590919710695,42.43078812868143
40,38.66838467914611,131.66333906305388
41,31.41341004492366,108.42688173908037
42,17.620064431354404,41.31702313750758
43,15.878368911519647,39.174282274726146
44,20.03540878572501,58.49342405146595
45,26.87047017239034,97.14441117396547
46,28.130484751686453,96.34524014739375
47,41.29441826580092,153.85532947150324
48,23.454416231168434,79.59680812494642
49,12.007379696294665,29.252874537638892
50,28.23852596282959,132.1991401086512
51,23.322317543029786,131.63670001971403
52,11.782198862731457,15.201341044182815
53,205.79729607582092,584.4919445328298
54,19.76487895965576,50.97667309832888
55,13.216323011517524,17.2913235234445
56,10.786457568407059,13.498047398192131
57,11.786625053882599,15.471070922864119
58,50.10774049758911,108.76414359737866
59,10.303719882965089,12.520380718575856
60,9.80162748336792,11.675028004504224
61,11.170551720410586,13.955905792135331
62,10.164955644607543,12.606652895827859
63,11.938565529286862,15.429436732472734
64,147.45660293459892,403.88972057413844
65,12.13604071199894,15.738092774218117
66,43.2300048160553,138.0632419685903
67,31.934622411727904,67.6686946182763
68,9.98557890459895,11.9035028409362
69,10.346621417030692,12.518051770489155
70,11.357380808293819,13.802808733294512
71,9.881702566146851,11.799495585948401
72,12.872196800112725,15.997943809837228
73,10.358842259645462,12.244845598512105
74,11.118731545135379,13.845317355670977
75,11.476113858222961,13.30423813253003
76,34.04947801589966,130.97288984501398
77,10.219908226728439,12.219366546895245
78,9.930401242375375,11.852605283831794
79,9.864307088851929,11.623509898027125
80,11.01563921481371,13.290846164326501
81,69.79549434185029,214.29317971452087
82,90.71485558509826,309.0356937810827
83,16.250969047546388,35.347644752507634
84,14.936008520126343,42.14704348377509
85,257.5672620010376,661.6357669749738
86,40.59267337083816,99.17942399712112
87,8.481551513671874,10.76828347138665
88,8.805402483642101,11.716088408456951
89,22.481485600471498,58.88005931758589
90,540.3656052160263,1356.0158564749024
91,53.8274702501297,200.12785351826795
92,54.017237342596054,134.14473636840737
93,142.95736113548278,360.9449616487796
94,10.222831174135209,13.06888932786475
95,11.060486173033715,17.263007975620233
96,41.126584482192996,94.1978052998995
97,75.76401261609048,191.46726641133677
98,8.86833141207695,11.16932231033172
99,10.684353214502334,15.00675717200405
100,12.18586943089962,22.301851114626405
101,9.56643466568552,12.16308123037829
102,431.25505761384966,1008.9355812793231
103,10.114154185652733,12.519829429922966
104,12.181995552629232,15.244675622695
105,13.149908337593079,35.57381429624798
106,61.21564983129501,185.17050903814888
107,71.80365215301514,287.5607887629881
108,17.295817496133967,49.061127872866486
109,16.21067469522357,51.507057957111165
110,14.540236100554466,43.4237420550076
111,17.288527490496634,57.01682272738178
112,14.402734464891255,43.607806221169426
113,19.520739182145334,58.939313199332204
114,13.078830882310868,38.965507123446784
115,11.422421711403876,21.412295046112458
116,12.194661667943,27.290230355861066
117,11.609821225404739,26.348612452216003
118,15.979784628227353,47.80178063741399
119,55.504768908396365,213.60218823113357
120,14.502532864809035,39.081178447405684
121,10.55248740246985,15.75024274466697
122,21.39807582564652,72.96208307671537
123,10.778036327064036,26.701579671366254
124,18.079881108142434,53.71136093334498
125,18.548835632801055,64.82131371525549
126,12.336423159018159,25.95352841978924
127,16.478417341411113,48.44732682195423
128,10.810760080069304,18.971492077246133
129,14.932554465606808,39.61056084455493
130,30.658592227748596,115.76921260508817
131,14.223992773373611,31.403354015364105
132,40.62118334688246,150.4169890924193
133,18.895436101462693,58.685377274835325
134,28.730622686687855,95.07814296418168
135,20.054399959892034,59.336321197811614
136,28.974514293596147,102.33175359873628
137,17.067987922467292,46.08277317434258
138,17.71932557180524,49.33813846912032
139,20.934918033331634,65.08016864779398
140,23.67176088119857,83.17402903911558
141,16.327761426344512,45.79573264524984
142,16.23148074934259,45.3468233083875
143,13.11677315730136,37.42320614900978
144,19.502866150662303,59.49666664800538
145,17.20063717359677,50.67282068795698
146,36.84093161031604,132.58656278820803
147,32.02319046940654,123.72536112131901
148,18.975427525639535,55.77223694126998
149,12.932698988318442,32.54507695503942
150,10.069413151741028,13.122267297036725
151,11.187255021333694,21.354028314972496
152,21.852893345355987,40.72560043102943
153,14.921213951557874,17.981176987407384
154,12.193283589882776,15.509617765695264
155,9.980385761260987,12.154214767444715
156,11.781083187460899,15.129582449689307
157,10.495593983530998,13.005486667666766
158,9.45482455253601,11.60421607449954
159,24.024730291366577,64.8638457520879
160,11.1633900898695,14.04263222687434
161,62.3359228515625,235.19783345747706
162,741.8848092055321,1641.622395240519
163,20.38858218550682,52.62824806248665
164,12.31005036971299,15.927523879809806
165,105.51925396814943,520.1885769141403
166,11.306162528991699,14.939699286607892
167,159.82687177985906,524.0464871560935
168,9.719446221292019,12.172550269854904
169,61.54743851661682,241.05812452442038
170,34.95192487865686,74.09368538380289
171,10.880184389948845,14.587459287578907
172,9.358125166893005,12.277236465661078
173,48.988055443763734,178.1464374396779
174,11.024711745977402,15.446381401989342
175,38.023049503564835,124.03126676069695
176,10.434911807402969,13.457423003474053
177,50.76396005153656,110.05052582115728
178,27.85078800887801,53.3295958817108
179,21.636279492154717,47.29810944596148
180,11.252422956973314,14.25782802213735
181,47.025889410972596,135.52205082583498
182,10.786244003176689,13.535539534363645
183,9.204621706008911,11.198261676033626
184,9.489480749368667,11.731348506895161
185,10.019617180228233,13.46274490005977
186,8.05032170534134,10.618216165161861
187,10.852951550483704,17.369046329508844
188,8.683289721626789,11.245633389232836
189,8.623199113607406,10.796958642433994
190,9.002598941624164,11.354594429114249
191,8.568429313786329,11.120235949659792
192,12.236127205230297,17.546708955193573
193,11.331149067692458,14.151258686900096
194,10.447443247251213,13.536628050503698
195,8.982059472585098,11.387196771564154
196,96.62289969533681,175.63749870984023
197,9.629284553639591,12.39063735923515
198,8.7877836227417,10.881877654091566
199,19.87744232799858,40.43835936957086
